"";"parsed";"ebird"
"4190";"Emberiza affinis";"Emberiza affinis"
"4191";"Emberiza cabanisi";"Emberiza cabanisi"
"4192";"Emberiza spodocephala";"Emberiza spodocephala"
"4193";"Ammodramus aurifrons";"Ammodramus aurifrons"
"4194";"Rhynchospiza strigiceps";"Rhynchospiza strigiceps"
"4195";"Rhynchospiza stolzmanni";"Rhynchospiza stolzmanni"
"4196";"Melozone crissalis";"Melozone crissalis"
"4197";"Arremon schlegeli";"Arremon schlegeli"
"4198";"Arremon taciturnus";"Arremon taciturnus"
"4199";"Arremon abeillei";"Arremon abeillei"
"4200";"Arremonops tocuyensis";"Arremonops tocuyensis"
"4201";"Atlapetes pallidinucha";"Atlapetes pallidinucha"
"4202";"Atlapetes melanocephalus";"Atlapetes melanocephalus"
"4203";"Atlapetes tricolor";"Atlapetes tricolor"
"4204";"Atlapetes albofrenatus";"Atlapetes albofrenatus"
"4205";"Atlapetes nationi";"Atlapetes nationi"
"4206";"Atlapetes leucopterus";"Atlapetes leucopterus"
"4207";"Atlapetes albiceps";"Atlapetes albiceps"
"4208";"Atlapetes semirufus";"Atlapetes semirufus"
"4209";"Atlapetes fulviceps";"Atlapetes fulviceps"
"4210";"Atlapetes citrinellus";"Atlapetes citrinellus"
"4211";"Paroaria dominicana";"Paroaria dominicana"
"4212";"Setophaga adelaidae";"Setophaga adelaidae"
"4213";"Setophaga pityophila";"Setophaga pityophila"
"4214";"Setophaga plumbea";"Setophaga plumbea"
"4215";"Setophaga pharetra";"Setophaga pharetra"
"4216";"Geothlypis rostrata";"Geothlypis rostrata"
"4217";"Teretistris fernandinae";"Teretistris fernandinae"
"4218";"Teretistris fornsi";"Teretistris fornsi"
"4219";"Cardellina rubrifrons";"Cardellina rubrifrons"
"4220";"Myioborus castaneocapilla";"Myioborus castaneocapilla"
"4221";"Myioborus brunniceps";"Myioborus brunniceps"
"4222";"Myioborus albifacies";"Myioborus albifacies"
"4223";"Myioborus cardonai";"Myioborus cardonai"
"4224";"Myioborus melanocephalus";"Myioborus melanocephalus"
"4225";"Myioborus albifrons";"Myioborus albifrons"
"4226";"Myiothlypis fraseri";"Myiothlypis fraseri"
"4227";"Myiothlypis nigrocristata";"Myiothlypis nigrocristata"
"4228";"Basileuterus griseiceps";"Basileuterus griseiceps"
"4229";"Myiothlypis cinereicollis";"Myiothlypis cinereicollis"
"4230";"Myiothlypis conspicillata";"Myiothlypis conspicillata"
"4231";"Myiothlypis coronata";"Myiothlypis coronata"
"4232";"Basileuterus trifasciatus";"Basileuterus trifasciatus"
"4233";"Myiothlypis leucophrys";"Myiothlypis leucophrys"
"4234";"Zeledonia coronata";"Zeledonia coronata"
"4235";"Conirostrum ferrugineiventre";"Conirostrum ferrugineiventre"
"4236";"Conirostrum rufum";"Conirostrum rufum"
"4237";"Conirostrum sitticolor";"Conirostrum sitticolor"
"4238";"Conirostrum albifrons";"Conirostrum albifrons"
"4239";"Lamprospiza melanoleuca";"Lamprospiza melanoleuca"
"4240";"Chlorospingus semifuscus";"Chlorospingus semifuscus"
"4241";"Kleinothraupis calophrys";"Kleinothraupis calophrys"
"4242";"Thlypopsis superciliaris";"Thlypopsis superciliaris"
"4243";"Kleinothraupis reyi";"Kleinothraupis reyi"
"4244";"Sphenopsis frontalis";"Sphenopsis frontalis"
"4245";"Pseudospingus xanthophthalmus";"Pseudospingus xanthophthalmus"
