internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
70204120,Herpestes auropunctatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,HERPESTIDAE,Herpestes,auropunctatus,,,,,"(Hodgson, 1836)","The Small Indian Mongoose <em>Herpestes auropunctatus</em>&#160;and Javan Mongoose <em>H. javanicus</em>&#160;have been considered as one species by some previous authors, as&#160;<em>H. javanicus</em>. However, the molecular studies of Veron <em>et al</em>. (2006) and Patou <em>et al</em>. (2009) showed that they are separate species; this is also supported by morphological evidence (Taylor and Matheson 1999). The operational problems of this division are considerable: a paucity of specimens makes it unclear how many and which species are present in large tracts of the combined range, including China and parts of northern South-East Asia (Veron&#160;<em>et al</em>. 2006).<br/><br/>The enigmatic taxon&#160;<em>Herpestes palustris</em> Ghose, 1965 is here considered conspecific with <em>H. auropunctatus</em>, although it has not been considered in recent investigations into mongoose taxonomy, and it remains widely treated elsewhere at species level (Mallick 2011 and references therein).<br/><br/>Patou <em>et al</em>. (2009) showed that the nine species of Asian <em>Herpestes</em> form a monophyletic group, and recommended that they be placed in the genus <em>Urva</em>."
89497686,Dasyprocta punctata,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DASYPROCTIDAE,Dasyprocta,punctata,,,,,"Gray, 1842",
41790,Rusa unicolor,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Rusa,unicolor,,,,,"(Kerr, 1792)","<p>Most 19<sup>th</sup> and 20<sup>th</sup> century sources placed the Sambar in the genus <em>Cervus</em>, as <em>C. unicolor</em>, but Grubb (1990) resurrected the genus <em>Rusa</em> for this and allied species. This was followed by Groves (2003) and Grubb (2005). Groves (2006) pointed out that Chinese Sambar has not traditionally been separated, even at a subspecific level, from Indomalayan <em>R. u. equinus</em>, despite karyotype differences (Groves and Grubb 1987) <span lang=""EN-US"">and some clear pelage differences, indicating that taxonomic revision may be forthcoming. Later still Groves and Grubb (2011) divided Sambar into two species, Southeast Asian Sambar <em>C. equinus</em> of SE Asia (including NE India) and southern China, and residual Indian Sambar <em>C. unicolor</em> of South Asia, based on a variety of morphological differences (no mention was made of ‘Chinese Sambar’). They gave no sample sizes or information on animals in the area where the two forms abut, making it difficult to assess the validity of the proposal. This warrants priority investigation because the distributions of the two species mean that the western form is relatively secure, with large subpopulations in many well-managed protected areas, whereas the eastern form has very few apparently secure subpopulations and would, if assessed separately, warrant a Red List Category at least one level more threatened than that for the western form.</p><p><span lang=""EN-US""><br/></span></p>  <span lang=""EN-US"">Throughout at least Indochina there is a predictable flow of reports of ‘novel’ variation in large deer, with the implication that a new species may be involved (e.g. Pham Trong Anh <em>et al.</em> 1996 and, particularly, surveys through local people by overseas consultants); these stem from Sambar (often young animals) with unbranched antlers."
14925,Nyctereutes procyonoides,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Nyctereutes,procyonoides,,,,,"(Gray, 1834)","There are six recognized subspecies: <em>albus</em>, <em>koreensis</em>, <em>orestes</em>, <em>procyonoides</em>, <em>ussuriensis</em> and <em>viverrinus</em>. It has been suggested recently that Japanese Raccoon Dogs should be classified as a distinct species <em>Nyctereutes viverrinus</em> with two subspecies <em>N. v. viverrinus</em> and <em>N. v. albus</em> (Sang-In <em>et al</em>. 2015). The classification is based on chromosomal, molecular and morphological differences between Japanese and mainland populations (see also Kauhala and Saeki 2004a)."
45100023,Phasianus colchicus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Phasianus,colchicus,,,,,"(Linnaeus, 1758)","<em>Phasianus colchicus</em> and <em>P. versicolor </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. colchicus </em>following Sibley and Monroe (1990, 1993)."
22678911,Perdix perdix,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Perdix,perdix,,,,,"(Linnaeus, 1758)",
22679480,Lyrurus tetrix,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lyrurus,tetrix,,,,,"(Linnaeus, 1758)",<em>Lyrurus tetrix</em> (del Hoyo and Collar&#160;2014) was previously placed in the genus <em>Tetrao</em>.
22679839,Cygnus olor,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,olor,,,,,"(Gmelin, 1789)",
22680348,Netta rufina,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Netta,rufina,,,,,"(Pallas, 1773)",
29684,Ovibos moschatus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Ovibos,moschatus,,,,,"(Zimmermann, 1780)",
103888106,Turdus merula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Turdus,merula,,,,,"Linnaeus, 1758","<p><em>Turdus merula, T. simillimus, T. maximus </em>and<em> T. mandarinus </em>(del Hoyo and Collar 2016) were previously lumped as <em>T. merula</em> following AERC TAC (2003), AOU (1998 &amp; supplements), Christidis &amp; Boles (2008), Cramp et al. (1977-1994), Sibley &amp; Monroe (1990, 1993) and Turbott (1990).</p>  <p>&#160;</p>"
117582065,Gazella arabica,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,arabica,,,,,"(Lichtenstein, 1827)","The taxonomy of genus <em>Gazella </em>is complex and several different arrangements have been proposed, but several issues remain unresolved.<br/><br/><em>Gazella arabica</em> was originally described from a single specimen: a skin and a skull obtained on the Farasan Islands off the coast of Saudi Arabia (or at least labelled as such). This became something of a mystery taxon and is different from the gazelles currently found there. Bärman <em>et al. </em>(2012) extracted DNA from the type specimen and showed that this was not a single specimen, assigning the skin to <em>G. g. cora </em>and the skull to gazelles of the northern type (<em>G. g. gazella</em>).<br/><br/>Wronski<em> et al.</em> (2010) showed that <em>Gazella gazella</em>, in fact, consists of two monophyletic lineages, a northern clade (represented by samples from the Golan Heights) and a southern clade (based on samples from the Arabian Peninsula including the southern Arava Valley), based on mtDNA markers. Lerp <em>et al.</em> (2012) produced similar conclusions using nuclear markers and including samples from Central Israel. A morphological and genetic study of genus <em>Gazella </em>(Bärmann <em>et al.</em> 2013), and a genetic study of gazelles in the southern Levant (Hadas<em> et al. </em>2015) all further support the existence of two monophyletic lineages: a northern clade (<em>Gazella gazella</em>), and a southern clade (provisionally named<em> G. arabica</em> on the basis that this name takes precedence over <em>cora</em>).<br/><br/>This arrangement is now followed by the IUCN SSC Antelope Specialist Group, with<em> G. gazella </em>replacing <em>G. g. gazella </em>in the former arrangement, and the name <em>G. arabica</em> provisionally retained for the southern clade, pending a ruling by the International Commission on Zoological Nomenclature (ICZN). So <em>G. arabica</em>, as understood here, comprises all the gazelles formerly considered under<em> G. gazella</em>, from the southern Negev through the Arabian Peninsula.<br/><br/>Several subspecies have been named under <em>G. gazella</em> and have previously been evaluated for The IUCN Red List: <em>acaciae</em>; in the southern Arava Valley; <em>cora </em>in most of the Arabian Peninsula; <em>farasani </em>on the Farasan Islands; and&#160;<em>muscatensis </em>on the Batinah coast of Oman. Genetic research by scientists at King Khaled Wildlife Research Centre (Saudi Arabia) and Zoological Society of London (ZSL) has confirmed the existence of some intraspecific variation, but there is no agreement on the validity of these named subspecies and they are not assessed separately for the time being, until a definitive analysis has been produced. All of the above are included in <em>G. arabica</em> here.<br/><br/>The relationship between <em>G. arabica</em> (as here) and two other 'mystery' species,<em> G. erlangeri</em> and <em>G. bilkis</em> awaits confirmation."
88418111,Philantomba walteri,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Philantomba,walteri,,,,,"Colyn, Hulselmans, Sonet, Oudé, de Winter, Natta, Nagy &amp; Verheyen, 2010","Identified on the basis of external morphology, craniometry and DNA analysis by Colyn<em> et al</em>. (2010) who said it was clearly distinguished from <em>P. maxwellii</em> and <em>P. monticola</em>."
22720878,Emberiza citrinella,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,citrinella,,,,,"Linnaeus, 1758",
22679460,Lagopus lagopus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,lagopus,,,,,"(Linnaeus, 1758)",
22692907,Fulica cristata,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Fulica,cristata,,,,,"Gmelin, 1789",
22678328,Ortalis canicollis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,canicollis,,,,,"(Wagler, 1830)",
22678725,Francolinus pintadeanus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Francolinus,pintadeanus,,,,,"(Scopoli, 1786)",
22678916,Perdix dauurica,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Perdix,dauurica,,,,,"(Pallas, 1811)",
22678965,Synoicus ypsilophorus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Synoicus,ypsilophorus,,,,,"(Bosc, 1792)",<em>Synoicus ypsilophorus</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Coturnix </em>as <em>C. ypsilophora</em>.
22678979,Synoicus chinensis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Synoicus,chinensis,,,,,"(Linnaeus, 1766)","<p><em>Synoicus chinensis</em> and <em>S. adansonii </em>(del Hoyo and Collar 2014) were previously placed in the genus <em>Coturnix </em>and lumped as <em>C. chinensis</em> following Dowsett and Forbes-Watson (1993) and a review by the BirdLife Taxonomic Working Group, and before then were split as <em>C. chinensis</em> and <em>C. adansonii</em> following Sibley and Monroe (1990, 1993).</p>"
22679199,Gallus gallus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Gallus,gallus,,,,,"(Linnaeus, 1758)",
22679217,Lophura leucomelanos,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lophura,leucomelanos,,,,,"(Latham, 1790)",
22679435,Pavo cristatus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Pavo,cristatus,,,,,"Linnaeus, 1758",
22680225,Anas melleri,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,melleri,,,,,"P.L. Sclater, 1865",
22680552,Turnix nigricollis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,TURNICIDAE,Turnix,nigricollis,,,,,"(Gmelin, 1789)",
22681600,Psilopogon lineatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,MEGALAIMIDAE,Psilopogon,lineatus,,,,,"(Vieillot, 1816)",<em>Psilopogon   lineatus</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Megalaima </em>as <em>M. lineata</em>.
22683189,Dacelo novaeguineae,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Dacelo,novaeguineae,,,,,"(Hermann, 1783)",
22685126,Platycercus eximius,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Platycercus,eximius,,,,,"(Shaw, 1792)",
22685330,Agapornis pullarius,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Agapornis,pullarius,,,,,"(Linnaeus, 1758)",
22685563,Ara macao,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Ara,macao,,,,,"(Linnaeus, 1758)",
22685566,Ara chloropterus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Ara,chloropterus,,,,,"Gray, 1859",
22685695,Psittacara chloropterus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Psittacara,chloropterus,,,,,"(Souancé, 1856)",<em>Psittacara chloropterus</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Aratinga</em> as <em>A. chloroptera</em>.
22686215,Amazona ventralis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,ventralis,,,,,"(Müller, 1776)",
22690364,Nesoenas picturatus,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Nesoenas,picturatus,,,,,"Temminck, 1813",
22690635,Turtur tympanistria,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Turtur,tympanistria,,,,,"(Temminck, 1809)",
22690705,Geopelia cuneata,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Geopelia,cuneata,,,,,"(Latham, 1801)",
22690708,Geopelia striata,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Geopelia,striata,,,,,"(Linnaeus, 1766)",
22697219,Nycticorax caledonicus,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Nycticorax,caledonicus,,,,,"(Gmelin, 1789)",
22697651,Mycteria cinerea,ANIMALIA,CHORDATA,CICONIIFORMES,AVES,CICONIIDAE,Mycteria,cinerea,,,,,"(Raffles, 1822)",
22697658,Mycteria leucocephala,ANIMALIA,CHORDATA,CICONIIFORMES,AVES,CICONIIDAE,Mycteria,leucocephala,,,,,"(Pennant, 1769)",
22706961,Dicrurus macrocercus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,DICRURIDAE,Dicrurus,macrocercus,,,,,"Vieillot, 1817",
22710903,Gracupica nigricollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Gracupica,nigricollis,,,,,"(Paykull, 1807)",<p><em>Gracupica nigricollis </em>(del Hoyo and Collar 2016) was previously listed as <em>Sturnus nigricollis</em>.</p>
22710932,Acridotheres fuscus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,fuscus,,,,,"(Wagler, 1827)",
103871222,Acridotheres grandis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,grandis,,,,,"Moore, 1858","<p><em>Acridotheres grandis </em>and<em> A. javanicus </em>(del Hoyo and Collar 2016) were previously lumped as <em>A. grandis</em> following Sibley &amp; Monroe (1990, 1993).</p>"
22710946,Acridotheres cristatellus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,cristatellus,,,,,"(Linnaeus, 1766)",
22712699,Pycnonotus aurigaster,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PYCNONOTIDAE,Pycnonotus,aurigaster,,,,,"(Vieillot, 1818)",
22715611,Garrulax pectoralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Garrulax,pectoralis,,,,,"(Gould, 1836)",
22719002,Ploceus manyar,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,manyar,,,,,"(Horsfield, 1821)",
22719488,Uraeginthus angolensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Uraeginthus,angolensis,,,,,"(Linnaeus, 1758)",
22719614,Amandava amandava,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Amandava,amandava,,,,,"(Linnaeus, 1758)",
22719782,Spermestes cucullata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Spermestes,cucullata,,,,,"Swainson, 1837","<p><em>Spermestes cucullata </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Lonchura </em>following AOU (1998 &amp; supplements); Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22719806,Lonchura striata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,striata,,,,,"(Linnaus, 1766)",
22719809,Lonchura leucogastroides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,leucogastroides,,,,,"(Horsfield & Moore, 1856)",
22719821,Lonchura punctulata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,punctulata,,,,,"(Linnaeus, 1758)",
22719851,Lonchura maja,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,maja,,,,,"(Linnaeus, 1766)",
22719927,Amadina fasciata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Amadina,fasciata,,,,,"(Gmelin, 1789)",
22720117,Crithagra leucopygia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Crithagra,leucopygia,,,,,"Sundevall, 1850","<p><em>Crithagra leucopygia</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Serinus</em> and listed as <em>S. leucopygius </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>"
22723137,Lophospingus pusillus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Lophospingus,pusillus,,,,,"(Burmeister, 1860)",
22725191,Bambusicola thoracicus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Bambusicola,thoracicus,,,,,"(Temminck, 1815)","<p></p><p>  </p><p></p><p>  </p><p><em>Bambusicola thoracicus</em> and <em>B. sonorivox</em> (del Hoyo and Collar <em></em>2014) were previously lumped as <em>B. thoracicus</em> following Sibley and Monroe (1990, 1993), the gender agreement of which follows David and Gosselin (2002b).</p>  <p></p>  <p></p>"
22725538,Chalcophaps indica,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Chalcophaps,indica,,,,,"(Linnaeus, 1758)","<p><em>Chalcophaps indica</em>&#160;and&#160;<em>C. longirostris&#160;</em>(del Hoyo and Collar 2014) were previously lumped as&#160;<em>C. indica</em>&#160;following Sibley and Monroe (1990, 1993).</p>"
22728583,Aerodramus bartschi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Aerodramus,bartschi,,,,,"(Mearns, 1909)","<em>Aerodramus   bartschi</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Collocalia</em>.&#160;<em>Collocalia inquieta</em> (Sibley and Monroe 1990, 1993) was previously split  into <em>C. bartschi</em> following Browning (1993) and AOU (1998) and <em>C. inquieta</em> following Browning (1993).<em><p></p></em>"
22728956,Colinus virginianus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,ODONTOPHORIDAE,Colinus,virginianus,,,,,"(Linnaeus, 1758)",
22729138,Lonchura atricapilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,atricapilla,,,,,"(Vieillot, 1807)",
22732650,Phasianus versicolor,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Phasianus,versicolor,,,,,"Vieillot, 1825","<em>Phasianus colchicus</em> and <em>P. versicolor </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. colchicus </em>following Sibley and Monroe (1990, 1993)."
22734757,Garrulax leucolophus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Garrulax,leucolophus,,,,,"(Hardwicke, 1815)",
60482887,Spilopelia chinensis,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Spilopelia,chinensis,,,,,"(Scopoli, 1786)","<em>Spilopelia chinensis</em>&#160;and&#160;<em>S. suratensis</em>&#160;(del Hoyo and Collar 2014) were previously placed in the genus&#160;<em>Stigmatopelia&#160;</em>and lumped as&#160;<em>Stigmatopelia chinensis</em>&#160;following Cheke (2005), and before that placed in the genus&#160;<em>Streptopelia&#160;</em>following Sibley and Monroe (1990, 1993)."
22678949,Coturnix japonica,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Coturnix,japonica,,,,,"Temminck &amp; Schlegel, 1849",
41591,Bdeogale crassicauda,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,HERPESTIDAE,Bdeogale,crassicauda,,,,,"Peters, 1852","Following Taylor (2013) this assessment does not include&#160;the subspecies <em style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; font-style: italic !important; font-weight: normal; "">Bdeogale crassicauda</em><em>&#160;omnivora</em>&#160;(Sale and Taylor 1970, Wozencraft 1993,&#160;Wozencraft&#160;2005), which is now considered a separate species, namely Sokoke Bushy-tailed Moongose (<em>B. omnivora</em>)."
40595,Tenrec ecaudatus,ANIMALIA,CHORDATA,AFROSORICIDA,MAMMALIA,TENRECIDAE,Tenrec,ecaudatus,,,,,"(Schreber, 1778)",
103871982,Garrulax cinereiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Garrulax,cinereiceps,,,,,"(Styan, 1887)","<p><em>Garrulax cineraceus </em>and<em> G. cinereiceps</em> (del Hoyo and Collar 2016) were previously lumped as <em>G. cineraceus</em> following Sibley &amp; Monroe (1990, 1993).</p>"
103818044,Taeniopygia castanotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Taeniopygia,castanotis,,,,,"(Gould, 1837)","<p><em>Taeniopygia guttata </em>and<em> T. castanotis</em> (del Hoyo and Collar 2016) were previously lumped as<em> T. guttata </em>following Christidis &amp; Boles (2008); Sibley &amp; Monroe (1990, 1993).</p>"
103826151,Rubigula flaviventris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PYCNONOTIDAE,Rubigula,flaviventris,,,,,"(Tickell, 1833)","<p>A comprehensive phylogenetic analysis of bulbuls (Shakya and Sheldon 2017) recommends that the five species previously lumped as&#160;<em>Pycnonotus melanicterus&#160;</em>be moved into the genus&#160;<em>Rubigula </em>(Blyth, 1845), consequently&#160;<em>R. melanictera, R. gularis, R. flaviventris, R. dispar&#160;</em>and&#160;<em>R. montis&#160;</em>(Handbook of the Birds of the World and BirdLife International 2019) are accepted.</p><p><em>Pycnonotus melanicterus, P. gularis, P. flaviventris, P. dispar </em>and <em>P. montis </em>(del Hoyo and Collar 2016) were previously lumped as <em>P. melanicterus</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103870738,Acridotheres leucocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,leucocephalus,,,,,"Giglioli &amp; Salvadori, 1870","<p><em>Acridotheres burmannicus </em>and<em> A. leucocpehalus </em>(del Hoyo and Collar 2016) were previously lumped as <em>Sturnus burmannicus</em> following Sibley &amp; Monroe (1990, 1993).</p>"
103871334,Acridotheres javanicus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,javanicus,,,,,"Cabanis, 1851","<p><em>Acridotheres grandis </em>and<em> A. javanicus </em>(del Hoyo and Collar 2016) were previously lumped as <em>A. grandis</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22685434,Psittacula eupatria,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Psittacula,eupatria,,,,,"(Linnaeus, 1766)",
22710921,Acridotheres tristis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,tristis,,,,,"(Linnaeus, 1766)",
22714380,Horornis diphone,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SCOTOCERCIDAE,Horornis,diphone,,,,,"(Kittlitz, 1830)",<p><em>Horornis diphone </em>(del Hoyo and Collar 2016) was previously listed as <em>Cettia diphone</em>.</p>
22716522,Leiothrix lutea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Leiothrix,lutea,,,,,"(Scopoli, 1786)",
103893432,Copsychus saularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MUSCICAPIDAE,Copsychus,saularis,,,,,"(Linnaeus, 1758)","<p><em>Copsychus saularis </em>and<em> C. mindanensis </em>(del Hoyo and Collar 2016) were previously lumped as <em>C. saularis</em> following Sibley and Monroe (1990, 1993).</p>"
103894856,Kittacincla malabarica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MUSCICAPIDAE,Kittacincla,malabarica,,,,,"(Scopoli, 1788)",<p><em>Kittacincla malabarica </em>and<em> K. albiventris </em>(del Hoyo and Collar 2016) were previously lumped as <em>Copsychus malabaricus</em> AOU (1998 and supplements) and Collar (2004).</p>
105968299,Lonchura hunsteini,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,hunsteini,,,,,"(Finsch, 1886)","<p><em>Lonchura hunsteini</em> (del Hoyo and Collar 2016) was previously split as L<em>. hunsteini </em>and L<em>. nigerrima</em> following Sibley and Monroe (1990, 1993).</p>"
22711026,Mimus polyglottos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Mimus,polyglottos,,,,,"(Linnaeus, 1758)",
22685505,Psittacula alexandri,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Psittacula,alexandri,,,,,"(Linnaeus, 1758)",
22695363,Circus approximans,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,approximans,,,,,"Peale, 1848",
22714212,Zosterops lateralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ZOSTEROPIDAE,Zosterops,lateralis,,,,,"(Latham, 1801)",
6927,Lycalopex griseus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Lycalopex,griseus,,,,,"Gray, 1837","Several recent molecular studies have provided support for a monophyletic assemblage of South American endemic canids (Lindblad-Toh&#160;<em>et al</em>. 2005, Perini&#160;<em>et al</em>. 2010), with&#160;<em>Chrysocyon&#160;</em>and&#160;<em>Speothos&#160;</em>forming a sister-clade to the monophyletic south American foxes and&#160;<em>Atelocynus</em>. On the basis of morphology, Zunino&#160;<em>et al</em>. (1995) reviewed previous work and also supported clustering species within the two previous paraphyletic genera (<em>Pseudalopex</em>,&#160;<em>Lycalopex</em>) into a single monophyletic genus. They further argued that&#160;<em>Lycalopex&#160;</em>had priority over&#160;<em>Pseudalopex</em>, subsequently also supported by Zrzavý&#160;<em>et al</em>. (2004: 324). The only outstanding question would have been whether&#160;<em>Dusicyon&#160;</em>would have been a more appropriate name, since Perini&#160;<em>et al</em>. (2010) reported a close relationship between&#160;<em>L. culpaeus</em>&#160;and&#160;<em>Dusicyon</em>. However, we now know that&#160;<em>Dusicyon&#160;</em>is far outside this clade (Slater&#160;<em>et al</em>. 2009, Austin&#160;<em>et al</em>. 2013). Based on this evidence, the genus&#160;<em>Lycalopex&#160;</em>is used over&#160;<em>Pseudalopex&#160;</em>for all South American foxes, following Wozencraft's (2005) earlier treatment.<br/><br/>Two morphometric studies (Zunino&#160;<em>et al</em>. 2005, Prevosti&#160;<em>et al</em>. 2013) have suggested that&#160;<em>Lycalopex griseus</em>&#160;and the Pampas Fox (<em>L. gymnocercus</em>)<em>&#160;</em>belong to the same species, with clinal differences in size. However, as Prevosti&#160;<em>et al</em>. (2013) note, most genetic studies have not recovered the two species as a monophyletic group (although see Lindblad-Toh&#160;<em>et al</em>. 2005). Given the uncertainty, and since both species are in any event assessed as Least Concern, we provisionally continue to recognize Chilla and Pampas Fox as two distinct species, pending further taxonomic investigations."
103721987,Cyanopica cyanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanopica,cyanus,,,,,"(Pallas, 1776)","<p><em>Cyanopica cyanus </em>and<em> C. cooki </em>(del Hoyo and Collar 2016) were previously lumped as <em>C. cyanus</em> following AERC TAC (2003), Cramp <em>et al</em>. (1977-1994) and Sibley and Monroe (1990, 1993).</p>"
