"";"Kingdom";"Phylum";"Class";"Family";"Genus";"Species";"Average.annual.cost";"Cumulated.cost";"Number.estimates";"Number.year.values"
"360";"Plantae";"Tracheophyta";"Magnoliopsida";"Oxalidaceae";"Oxalis";"Oxalis pes-caprae";0,00877132054627006;0,421023386220963;4;12
"788";"Plantae";"Tracheophyta";"Magnoliopsida";"Bignoniaceae";"Tecoma";"Tecoma stans";0,00859207032144437;0,41241937542933;1;20
"10";"Animalia";"Chordata";"Mammalia";"Canidae";"Canis";"Canis lupus dingo";0,00820451368305761;0,393816656786765;10;10
"286";"Animalia";"Mollusca";"Bivalvia";"Cyrenidae";"Corbicula";"Corbicula fluminea";0,00798404714976354;0,38323426318865;13;13
"827";"Animalia";"Chordata";"Actinopterygii";"Percidae";"Gymnocephalus";"Gynocephalus cernua";0,00797540782127874;0,382819575421379;1;1
"67";"Animalia";"Chordata";"Mammalia";"Phascolarctidae";"Phascolarctos";"Phascolarctos cinereus";0,00797418939811934;0,382761091109729;4;4
"404";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia sp.";0,00796762345300492;0,382445925744236;5;24
"53";"Animalia";"Chordata";"Mammalia";"Cervidae";"Dama";"Dama dama";0,00791092676984217;0,379724484952424;1;6
"570";"Animalia";"Chordata";"Actinopterygii";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,00783652612225411;0,376153253868197;4;4
"225";"Plantae";"Tracheophyta";"Magnoliopsida";"Proteaceae";"Hakea";"Hakea spp.";0,00782659562276127;0,375676589892541;1;1
"786";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Tithonia";"Tithonia diversifolia";0,00781097301949488;0,374926704935754;1;20
"308";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia ficus-indica";0,00780172158585541;0,37448263612106;71;71
"13";"Animalia";"Chordata";"Mammalia";"Bovidae/Suidae";"Capra/Sus";"Capra hircus/Sus scrofa";0,00778336683702144;0,373601608177029;3;3
"377";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Leucaena";"Leucaena leucocephala";0,00768606875910589;0,368931300437083;35;58
"304";"Animalia";"Chordata";"Aves";"Psittacidae";"Psittacula";"Psittacula krameri";0,00757608736749257;0,363652193639643;6;8
"163";"Animalia";"Arthropoda";"Insecta";"Pyralidae";"Sipha";"Sipha flava";0,00749922239898838;0,359962675151442;1;1
"476";"Animalia";"Arthropoda";"Insecta";"Pyralidae";"Cactoblastis";"Cactoblastis cactorum";0,00749047991550545;0,359543035944262;1;8
"75";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus norvegicus/Rattus rattus";0,0074138472504517;0,355864668021682;1;1
"39";"Animalia";"Chordata";"Mammalia";"Felidae/Muridae";"Felis/Rattus";"Felis catus";0,00729459190131742;0,350140411263236;2;2
"647";"Animalia";"Chordata";"Reptilia";"Dactyloidae";"Anolis";"Anolis sagrei";0,00719166324013158;0,345199835526316;1;10
"245";"Plantae";"Tracheophyta/Unspecified";"Magnoliopsida/Unspecified";"Myrtaceae/Unspecified";"Melaleuca/Unspecified";"Melaleuca quinquenervia/Unspecified";0,00707007739640422;0,339363715027402;1;1
"248";"Animalia";"Arthropoda";"Insecta";"Aphididae";"Sipha";"Sipha flava";0,00707007739640422;0,339363715027402;1;1
"283";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia stricta";0,00681368133502708;0,3270567040813;18;39
"665";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Psidium";"Psidium guajava";0,00669479066905119;0,321349952114457;7;32
"352";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Arundo/Nicotiana";"Arundo donax/Nicotiana glauca";0,00663892399074422;0,318668351555723;1;4
"37";"Animalia";"Chordata";"Mammalia";"Felidae/Muridae";"Felis/Rattus";"Felis catus/Rattus sp.";0,00625524079171388;0,300251558002266;1;1
"112";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Wasmannia";"Wasmannia auropunctata";0,00602880174850875;0,28938248392842;2;6
"781";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Sesbania";"Diverse/Unspecified";0,00578590594036658;0,277723485137596;1;20
"643";"Fungi";"Ascomycota";"Sordariomycetes";"Nectriaceae";"Fusarium";"Fusarium oxysporum cubense";0,00571861767565951;0,274493648431657;1;1
"303";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cortaderia";"Cortaderia selloana";0,00568732759704024;0,272991724657932;92;102
"752";"Viruses";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,00560888811237498;0,269226629393999;1;4
"152";"Animalia";"Arthropoda";"Insecta";"Termitidae";"Nasutitermes";"Nasutitermes corniger";0,00560473093985487;0,269027085113034;1;1
"452";"Plantae";"Tracheophyta";"Liliopsida";"Hydrocharitaceae";"Egeria";"Egeria densa";0,00553057405459613;0,265467554620614;13;19
"747";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Prosopis";"Proposis pallida/Proposis gladulosa/ Proposis juliflora/ Proposis velutina";0,0054716929235265;0,262641260329272;1;3
"40";"Animalia";"Chordata";"Mammalia";"Hystricidae";"Hystrix";"Hystrix brachyura";0,00541321270200032;0,259834209696015;1;1
"782";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus/Larix";"Pinus strobus/Larix decidua";0,0051124806430972;0,245399070868666;1;4
"572";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia mangium";0,00501751954659679;0,240840938236646;3;3
"671";"Animalia";"Chordata";"Mammalia";"Felidae";"Felis";"Felis domesticus";0,00496142221095486;0,238148266125833;3;6
"755";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Anoplolepis";"Anoploepsis gracilipes";0,0049111163280516;0,235733583746477;1;1
"639";"Animalia";"Chordata";"Amphibia";"Bufonidae/Rhacophoridae";"Rhinella/Polypedates";"Rhinella marina/Polypedates leucomystax";0,00489838310208061;0,235122388899869;5;8
"626";"Animalia";"Arthropoda";"Crustacea";"Adtacidae";"Pacifastacus";"Pacifastacus leniusculus";0,00479838159742379;0,230322316676342;8;14
"107";"Animalia";"Chordata";"Mammalia";"Mustelidae/Unspecified";"Mustela/Unspecified";"Mustela erminea/Unspecified";0,00476609713659171;0,228772662556402;4;4
"294";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Robinia";"Robinia pseudoacacia";0,00474848934825787;0,227927488716378;75;85
"251";"Animalia";"Arthropoda";"Insecta";"Tephritidae/others";"Ceratitis/others";"Ceratitis spp./others";0,00459555030766274;0,220586414767812;2;2
"480";"Animalia";"Arthropoda";"Arachnida";"Tenuipalpidae";"Raoiella";"Raoiella indica";0,00432291666666667;0,2075;1;5
"714";"Animalia";"Arthropoda";"Malacostraca";"Astacidae";"Diverse/Unspecified";"Diverse/Unspecified";0,00383626235061498;0,184140592829519;2;2
"276";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Andropogon/Cenchrus/Hymenachne";"Andropogon gayanus/Cenchrus polystachios/Hymenachne amplexicaulis";0,00381509013811578;0,183124326629558;1;1
"754";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Fabaceae/Simaroubaceae/Poaceae";"Robinia/Ailanthus/Arundo/Diverse/unspecified";"Robinia pseudoacacia/Ailanthus altissima/Arundo donax/others";0,00378820339053563;0,18183376274571;1;10
"561";"Plantae";"Tracheophyta";"Liliopsida";"Potamogetonaceae";"Potamogeton";"Diverse/Unspecified";0,00368491556015021;0,17687594688721;5;5
"563";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Carpobrotus";"Carpobrotus sp.";0,00368101908939101;0,176688916290768;3;3
"511";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus glaucus";0,00352169098110756;0,169041167093163;9;20
"630";"Animalia";"Chordata";"Reptilia";"Colubridae";"Orthriophis";"Orthriophis taeniurus";0,00351429201055765;0,168686016506767;4;8
"750";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Poaceae/Aizoaceae/Asparagaceae";"Cortaderia/Carpobrotus/Agave";"Cortaderia selloana/Carpobrotus sp./Agave americana";0,00350920667633069;0,168441920463873;1;1
"29";"Animalia";"Chordata";"Mammalia";"Muridae/Phalangeridae";"Mus/Trichosurus";"Mus musculus/Trichosurus vulpecula";0,00344520693952514;0,165369933097207;1;1
"629";"Animalia";"Chordata";"Mammalia";"Sciuridae";"Sciurus";"Sciurus vulgaris";0,00344339709040379;0,165283060339382;4;7
"746";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae/Apiaceae/Balsaminaceae";"Reynoutria/Heracleum/Impatiens";"Reynoutria japonica/Heracleum mantegazzianum/Impatiens glandulifera";0,00340151924234354;0,16327292363249;1;3
"309";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave americana";0,00339987649241715;0,163194071636023;104;123
"556";"Animalia";"Chordata";"Reptilia";"Emydidae";"Trachemys";"Trachemys scripta elegans";0,00334492321397836;0,160556314270961;7;10
"92";"Animalia";"Chordata";"Reptilia";"Pythonidae";"Python";"Python bivittatus";0,00328518520511772;0,157688889845651;1;5
"640";"Animalia";"Chordata";"Amphibia";"Rhacophoridae";"Polypedates";"Polypedates leucomystax";0,00312919041468374;0,15020113990482;2;4
"722";"Animalia";"Chordata";"Ascidiacea";"Styelidae";"Botryllus/Botrylloides";"Botryllus schlosseri/Botrylloides violaceus";0,00312778175463658;0,150133524222556;2;2
"744";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae/Simaroubaceae";"Robinia/Ailanthus";"Robinia pseudoacacia/Ailanthus altissima";0,00304843875730132;0,146325060350463;2;20
"641";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Eupatorium";"Eupatorium adenophorum";0,0030181593288203;0,144871647783374;2;2
"298";"Plantae";"Tracheophyta";"Liliopsida";"Commelinaceae";"Tradescantia";"Tradescantia fluminensis";0,00300288898177031;0,144138671124975;6;6
"764";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia pycnantha";0,0029912515561165;0,143580074693592;1;17
"657";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Sporobolus";"Sporobolus pyramidalis/Sporobolus fertilis";0,00298595847991286;0,143326007035817;3;21
"208";"Animalia";"Chordata";"Actinopterygii";"Channidae";"Channa";"Channa argus";0,00287637659128086;0,138066076381481;1;1
"835";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae";"Rumex";"Rumex lunaria";0,0028552193991981;0,137050531161509;1;11
"526";"Animalia";"Chordata";"Aves";"Sturnidae/Pycnonotidae";"Acridotheres/Pycnonotus";"Acridotheres tristis/Pycnonotus cafer";0,00278684586638491;0,133768601586476;5;5
"292";"Plantae";"Tracheophyta";"Magnoliopsida";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia dealbata/Ailanthus altissima";0,0027688110347045;0,132902929665816;1;5
"58";"Animalia";"Chordata";"Mammalia";"Canidae/Felidae";"Felis/Canis";"Felis catus/Canis lupus";0,00266467723190709;0,12790450713154;3;3
"403";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Gambusia holbrooki/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides/Trachemys scripta/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys pseudogeographica/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Procyon lotor/Neovison vison/Silurus glanis/Misgurnus anguillicaudatus/Callinectes sapidus/Pacifastacus leniusculus/Corbicula fluminea/Dreissena polymorpha/Scyphophorus acupunctatus/Oxyura jamaicensis/";0,00261904015982029;0,125713927671374;1;1
"519";"Chromista";"Ochrophyta";"Bacillariophyceae";"Gomphonemataceae";"Didymosphenia";"Didymosphenia geminata";0,00256064766507463;0,122911087923582;12;12
"743";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae/Apiaceae";"Reynoutria/Heracleum";"Reynoutria japonica/Heracleum mantegazzianum";0,00253304624429838;0,121586219726322;1;3
"295";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Oenothera";"Oenothera biennis";0,0025192966627728;0,120926239813094;18;18
"311";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia pallida";0,00251292208670075;0,120620260161636;153;156
"708";"Animalia";"Mollusca";"Gastropoda";"Calyptraeidae";"Crepidula";"Crepidula porcellana";0,00238830074462419;0,114638435741961;3;6
"555";"Animalia";"Chordata";"Aves";"Threskiornithidae";"Threskiornis";"Threskiornis aethiopicus";0,0023708253433335;0,113799616480008;14;23
"576";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus caribaea";0,00232933359150959;0,11180801239246;3;3
"569";"Animalia";"Chordata";"Mammalia";"Cervidae";"Rangifer";"Rangifer tarandus";0,00228571768499633;0,109714448879824;3;3
"439";"Plantae";"Tracheophyta";"Magnoliopsida";"Nymphaeaceae";"Nymphaea";"Nymphaea mexicana";0,00226833017627756;0,108879848461323;4;4
"742";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Eucalyptus";"Eucalyptus pulverulenta";0,00225641616680525;0,108307976006652;1;1
"573";"Plantae";"Tracheophyta";"Magnoliopsida";"Bignoniaceae";"Spathodea";"Spathodea campanulata";0,00224500476623611;0,107760228779333;3;8
"741";"Animalia";"Arthropoda";"Insecta";"Aleyrodidae";"Diverse/Unspecified";"Diverse/Unspecified";0,00222643908961352;0,106869076301449;1;4
"359";"Plantae";"Tracheophyta";"Magnoliopsida";"Boraginaceae";"Echium";"Echium vulgare";0,0022105846098595;0,106108061273256;2;4
"73";"Animalia";"Chordata";"Mammalia";"Gliridae";"Glis";"Glis glis";0,00220736887003144;0,105953705761509;1;1
"818";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia implexa";0,00218253654565038;0,104761754191218;3;3
"158";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Pheidole";"Pheidole megacephala";0,00217002083030775;0,104160999854772;1;4
"435";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Gambusia holbrooki/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides";0,00216468517416171;0,103904888359762;2;2
"193";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Ludwigia";"Ludwigia grandiflora";0,00215973080717777;0,103667078744533;7;11
"425";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Silurus glanis/Corbicula fluminea/Dreissena polymorpha/Neovison vison/Trachemys scripta/Gambusia holbrooki/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides";0,00197390731458649;0,0947475511001515;1;1
"631";"Animalia";"Chordata";"Reptilia";"Chelidridae";"Chelydra";"Chelydra serpentina";0,00193665531245469;0,092959454997825;4;8
"834";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave spp.";0,00189241285760805;0,0908358171651862;1;11
"178";"Animalia";"Arthropoda";"Insecta";"Chrysomelidae";"Diabrotica";"Leptinotarsa undecimpunctata";0,00187366310824415;0,0899358291957191;1;1
"79";"Animalia";"Chordata";"Mammalia";"Canidae/Suidae";"Canis/Sus";"Canis lupus/Sus scrofa";0,00183637221253045;0,0881458662014614;2;3
"177";"Animalia";"Arthropoda";"Insecta";"Dermestidae";"Trogoderma";"Trogoderma granarium";0,0017496679511066;0,0839840616531169;1;5
"306";"Animalia";"Arthropoda";"Arachnida";"Varroidae";"Varroa";"Varroa sp.";0,00174682250337617;0,0838474801620559;1;1
"361";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Oxalis pes-caprae/Felis catus";0,00171943287803328;0,0825327781455973;1;2
"745";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Fabaceae/Simaroubaceae/Poaceae";"Robinia/Ailanthus/Arundo";"Robinia pseudoacacia/Ailanthus altissima/Arundo donax";0,00167468904552824;0,0803850741853553;1;10
"591";"Plantae";"Tracheophyta";"Magnoliopsida";"Rutaceae";"Triphasia";"Triphasia trifolia";0,00166029104954442;0,0796939703781323;1;1
"456";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Arundo donax/Eucalyptus sp./Carpobrotus sp./Agave sp./Cupressus sempervirens/Brachychiton populneus/Opuntia ficus-indica/Myoporum laetum/Yucca sp./Aloe arborescens/Robinia pseudoacacia/Populus sp./Cortaderia selloana/Drosophyllum sp./Casuarina cunninghamiana/Ricinus communis/Paulownia tomentosa/Chlorophytum comosum";0,00159723971586226;0,0766675063613887;1;1
"733";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Hyacinthoides";"Hyacinthoides hispanica";0,00159220049641612;0,0764256238279739;1;2
"521";"Animalia";"Chordata";"Amphibia";"Pipidae";"Xenopus";"Xenopus laevis";0,0015826207880417;0,0759657978260015;7;19
"506";"Plantae";"Tracheophyta";"Magnoliopsida";"Aristolochiaceae";"Aristolochia";"Aristolochia odoratissima";0,00157074702466778;0,0753958571840535;7;7
"56";"Animalia";"Chordata";"Mammalia";"Bovidae/Cervidae";"Capra/Cervus/Rupicapra";"Capra hircus/Cervus elaphus/Rupicapra rupicapra";0,00156004047439474;0,0748819427709475;2;2
"82";"Animalia";"Chordata";"Mammalia";"Mustelidae/Canidae";"Neovison/Nyctereutes";"Neovison vison/Nyctereutes procyonoides";0,00155746205036595;0,0747581784175655;1;1
"52";"Animalia";"Chordata";"Mammalia";"Muridae";"Mus/Rattus";"Mus musculus/Rattus rattus";0,00146389418210302;0,0702669207409447;1;1
"272";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Parkinsonia/Vachellia";"Parkinsonia aculeata//Vachellia farnesiana";0,00141158335110284;0,0677560008529363;1;1
"100";"Animalia";"Chordata";"Aves";"Phasianidae";"Meleagris";"Meleagris gallopavo";0,00135460073125146;0,0650208351000702;1;1
"481";"Animalia";"Arthropoda";"Insecta";"Hyblaeidae";"Hyblaea";"Hyblaea puera";0,00135416666666667;0,065;1;5
"537";"Plantae";"Tracheophyta";"Magnoliopsida/Liliopsida/Polypodiopsida";"Onagraceae/Hydrocharitaceae/Salviniaceae";"Ludwigia/Elodea/Azolla";"Ludwigia grandiflora/Ludwigia peploides/Elodea canadensis/Elodea nuttallii/Azolla filiculoides";0,00134688908779273;0,0646506762140512;1;3
"637";"Animalia";"Chordata";"Actinopterygii";"Centrarchidae";"Lepomis";"Lepomis macrochirus";0,00134009409172775;0,0643245164029322;4;7
"580";"Animalia";"Chordata";"Mammalia";"Muridae/Canidae";"Diverse/Unspecified";"Rattus norvegicus/Rattus rattus/Canis lupus";0,00133628440510334;0,0641416514449601;5;5
"699";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Hymenachne";"Hymenachne amplexicaulis";0,0012551739633554;0,0602483502410594;2;2
"679";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae/Cupressaceae";"Pinus/Juniperus";"Pinus monophylla/Juniperus osteosperma";0,00125227218821911;0,0601090650345172;5;25
"479";"Animalia";"Arthropoda";"Insecta";"Curculionidae";"Diverse/Unspecified";"Diverse/Unspecified";0,00125;0,06;1;3
"730";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Carthamus";"Carthamus lanatus";0,00123318969625113;0,0591931054200544;1;1
"582";"Animalia";"Chordata";"Mammalia";"Diverse/Unspecified";"Diverse/Unspecified";"Rattus sp./Canis lupus/Felis catus/Sus scrofa";0,00121986438152436;0,0585534903131691;1;1
"353";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Washingtonia spp./Eucalyptus spp./Robinia pseudoacacia/Platanus hispanica";0,00121967175794103;0,0585442443811694;1;4
"35";"Animalia";"Chordata";"Aves/Mammalia";"Muridae/Rallidae";"Gallirallus/Rattus";"Gallirallus australis/Rattus sp.";0,00121527124792375;0,05833301990034;1;1
"546";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Phytophtora sp./Sus scrofa/Scolytus sp.";0,00120860856749119;0,0580132112395772;2;2
"134";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Pheidole/Solenopsis";"Pheidole megacephala/Solenopsis geminata";0,00119298372341334;0,0572632187238406;1;3
"300";"Animalia";"Annelida";"Polychaeta";"Serpulidae";"Ficopomatus";"Ficopomatus enigmaticus";0,00117399454169983;0,0563517380015917;7;8
"634";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Rudbeckia";"Rudbeckia laciniata";0,00117042280252562;0,0561802945212299;2;4
"724";"Animalia";"Arthropoda";"Insecta";"Curculionidae";"Dendroctonus";"Dendroctonus micans";0,00115796399739354;0,0555822718748901;1;1
"689";"Animalia";"Chordata";"Mammalia";"Bovidae";"Ammotragus";"Ammotragus lervia";0,00114358430550233;0,054892046664112;4;5
"632";"Animalia";"Arthropoda";"Insecta";"Apinae";"Bombus";"Bombus terrestris";0,00113829261504188;0,0546380455220103;2;4
"514";"Plantae";"Tracheophyta";"Magnoliopsida";"Rutaceae";"Citrus";"Citrus aurantium/Citrus limon/Citrus taitensis";0,00113195362924213;0,0543337742036223;1;1
"735";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum quitoense";0,00113195362924213;0,0543337742036223;1;5
"736";"Plantae";"Tracheophyta";"Magnoliopsida";"Rutaceae";"Citrus";"Citrus aurantium/Citrus medica/Citrus sinensis";0,00113195362924213;0,0543337742036223;1;9
"314";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Arctotheca";"Arctotheca calendula";0,00112308727182042;0,0539081890473799;5;25
"149";"Animalia";"Arthropoda";"Insecta";"Notodontidae";"Thaumetopoea";"Thaumetopoea processionea";0,00109007342804156;0,0523235245459947;1;1
"737";"Plantae";"Tracheophyta";"Magnoliopsida";"Brassicaceae";"Lepidium";"Lepidium latifolium";0,00108623718027602;0,0521393846532491;1;13
"734";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae/Proteaceae/Amaranthaceae";"Acacia/Hakea/Paraserianthes/Alternanthera";"Acacia dealbata/Hakea sericea/Paraserianthes lophantha/Alternanthera philoxeroides/Acacia melanoxylon";0,00107382801391911;0,0515437446681174;1;1
"313";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Diverse/Unspecified";"Robinia pseudoacacia/Acacia dealbata";0,00101642831619124;0,0487885591771796;1;1
"720";"Animalia";"Arthropoda";"Arachnida";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,00100974460572717;0,0484677410749042;1;1
"536";"Plantae";"Tracheophyta";"Magnoliopsida";"Balsaminaceae";"Impatiens";"Impatiens sp.";0,000996104614226518;0,0478130214828729;3;4
"15";"Animalia";"Chordata";"Mammalia";"Bovidae/Canidae/Felidae/Leporidae/Suidae";"Capra/Felis/Oryctolagus/Sus/Vulpes";"Capra hircus/Felis catus/Oryctolagus cuniculus/Sus scrofa/Vulpes vulpes";0,000994153102844454;0,0477193489365338;1;1
"728";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Furcraea";"Furcraea hexapetala";0,000985164168182883;0,0472878800727784;1;4
"503";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus niveus/Rubus adenotrichos";0,000967923795239682;0,0464603421715047;3;3
"474";"Animalia";"Chordata";"Reptilia";"Emydidae";"Trachemys";"Trachemys scripta elegans/Gambusia holbrooki/Procambarus clarkii/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae";0,000964677432983813;0,046304516783223;1;1
"354";"Animalia";"Chordata";"Reptilia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,000964011072803849;0,0462725314945848;3;3
"370";"Animalia";"Chordata";"Reptilia";"Colubridae";"Zamenis/Hemorrhois";"Hemorrhois hippocrepis/Zamenis scalaris";0,000940086357832421;0,0451241451759562;2;2
"719";"Animalia";"Arthropoda";"Malacostraca";"Nephropidae";"Diverse/Unspecified";"Diverse/Unspecified";0,000929048989658808;0,0445943515036228;1;2
"200";"Animalia";"Mollusca";"Gastropoda";"Ampullariidae";"Pomacea";"Pomacea maculata/Pomacea canaliculata";0,000903828817669975;0,0433837832481588;1;4
"513";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus ulmifolius";0,000899085448987903;0,0431561015514193;7;16
"504";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus adenotrichos";0,000863948028274871;0,0414695053571938;7;31
"566";"Animalia";"Chordata";"Reptilia";"Lacertidae";"Lacerta";"Lacerta bilineata";0,000836378614616508;0,0401461735015924;1;1
"603";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Lupinus";"Lupinus polyphyllus";0,000805346204319339;0,0386566178073283;1;1
"363";"Animalia";"Chordata";"Reptilia";"Colubridae";"Zamenis";"Zamenis scalaris";0,00077720593965981;0,0373058851036709;1;1
"469";"Animalia";"Chordata";"Reptilia";"Emydidae";"Trachemys";"Trachemys scripta elegans/Mauremys reevesii/Chrysemys picta/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Gambusia holbrooki/Procambarus clarkii/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides";0,000768183200000001;0,0368727936000001;1;1
"833";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Ageratina";"Ageratina adenophora";0,000767224012744988;0,0368267526117594;1;11
"463";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta elegans/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Gambusia holbrooki/Procambarus clarkii/Cyprinus carpio/Carassius auratus/Micropterus salmoides";0,000758688865034576;0,0364170655216596;1;1
"731";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae/Fagaceae";"Robinia/Quercus";"Robinia pseudoacacia/Quercus rubra";0,00075734704813111;0,0363526583102933;1;10
"525";"Plantae";"Tracheophyta";"Magnoliopsida";"Sapindaceae";"Acer";"Acer negundo";0,000756956418129672;0,0363339080702242;2;2
"579";"Animalia";"Chordata";"Mammalia";"Muridae";"Diverse/Unspecified";"Rattus sp./Mus musculus";0,000746482246513555;0,0358311478326507;8;8
